DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
09.03.2024;09.03.2024;aFRR;NEG_12_16;1,01;18,07;27,00;4,00;18,64;27,00;-4,00;1,01;12,66;26,48;4,00;3916,00
09.03.2024;09.03.2024;aFRR;NEG_16_20;0,17;3,28;5,23;1,00;3,40;5,23;-9,00;0,17;2,21;5,00;9,00;3966,00
09.03.2024;09.03.2024;aFRR;NEG_20_24;0,18;2,45;3,14;1,00;2,51;3,14;-2,00;0,18;1,88;3,09;2,00;3825,00
10.03.2024;10.03.2024;aFRR;POS_00_04;1,35;3,49;7,58;2,25;3,66;7,58;-80,00;1,35;2,37;3,13;80,00;4226,00
10.03.2024;10.03.2024;aFRR;POS_04_08;1,43;3,49;5,00;1,72;3,59;5,00;-80,00;1,43;2,81;3,60;80,00;4318,00
10.03.2024;10.03.2024;aFRR;POS_08_12;2,22;5,75;10,21;3,00;6,00;10,21;-80,00;2,22;4,07;4,89;80,00;4172,00
10.03.2024;10.03.2024;aFRR;POS_12_16;1,83;4,05;5,00;2,81;4,08;5,00;-80,00;1,83;3,80;5,00;80,00;4159,00
10.03.2024;10.03.2024;aFRR;POS_16_20;3,40;6,84;7,27;5,00;6,93;7,27;-51,00;3,40;6,16;7,26;51,00;4811,00
10.03.2024;10.03.2024;aFRR;POS_20_24;1,70;3,17;3,46;2,70;3,19;3,46;-47,00;1,70;3,00;3,46;47,00;4619,00
10.03.2024;10.03.2024;aFRR;NEG_00_04;0,38;4,45;5,89;2,10;4,58;5,89;-3,00;0,38;3,29;5,20;3,00;3790,00
10.03.2024;10.03.2024;aFRR;NEG_04_08;0,36;4,43;7,20;2,20;4,54;7,20;3,00;0,36;3,43;7,13;-3,00;3767,00
10.03.2024;10.03.2024;aFRR;NEG_08_12;0,68;8,55;12,63;3,00;8,71;12,63;40,00;0,68;6,49;11,50;-40,00;3685,00
10.03.2024;10.03.2024;aFRR;NEG_12_16;1,96;21,62;31,61;5,00;21,91;31,61;34,00;1,96;18,05;30,00;-34,00;3619,00
10.03.2024;10.03.2024;aFRR;NEG_16_20;0,32;4,41;7,29;2,20;4,52;7,29;5,00;0,32;3,36;7,02;-5,00;3662,00
10.03.2024;10.03.2024;aFRR;NEG_20_24;0,25;2,50;3,74;1,00;2,54;3,74;-55,00;0,25;2,18;3,50;55,00;3763,00
11.03.2024;11.03.2024;aFRR;POS_00_04;1,84;3,71;4,54;2,40;3,85;4,54;-80,00;1,84;2,83;3,92;80,00;4572,00
11.03.2024;11.03.2024;aFRR;POS_04_08;1,61;3,92;4,74;2,65;4,01;4,74;-80,00;1,61;3,34;4,29;80,00;4547,00
11.03.2024;11.03.2024;aFRR;POS_08_12;3,32;6,42;7,35;4,67;6,50;7,35;-2,00;3,32;5,59;7,30;2,00;4575,00
11.03.2024;11.03.2024;aFRR;POS_12_16;1,82;4,19;4,96;2,83;4,31;4,96;-80,00;1,82;3,42;4,47;80,00;4322,00
11.03.2024;11.03.2024;aFRR;POS_16_20;3,14;8,21;10,44;4,00;8,22;10,00;80,00;3,14;8,11;10,44;-80,00;4409,00
11.03.2024;11.03.2024;aFRR;POS_20_24;1,48;3,75;4,40;2,60;3,85;4,40;-31,00;1,48;2,96;4,28;31,00;4739,00
11.03.2024;11.03.2024;aFRR;NEG_00_04;0,51;3,96;4,58;1,94;4,05;4,58;3,00;0,51;3,14;4,05;-3,00;3695,00
11.03.2024;11.03.2024;aFRR;NEG_04_08;0,41;3,62;4,50;1,78;3,70;4,50;-16,00;0,41;2,88;4,45;16,00;3722,00
11.03.2024;11.03.2024;aFRR;NEG_08_12;0,98;5,56;6,78;3,00;5,71;6,78;-19,00;0,98;4,30;6,78;19,00;3804,00
11.03.2024;11.03.2024;aFRR;NEG_12_16;2,64;11,22;14,14;4,68;11,52;14,14;-38,00;2,64;8,80;14,14;38,00;3907,00
11.03.2024;11.03.2024;aFRR;NEG_16_20;0,42;3,10;3,84;1,72;3,23;3,84;-68,00;0,42;2,21;3,83;68,00;4044,00
11.03.2024;11.03.2024;aFRR;NEG_20_24;0,24;2,10;2,56;1,00;2,16;2,56;-80,00;0,24;1,75;2,47;80,00;3698,00
12.03.2024;12.03.2024;aFRR;POS_00_04;2,10;3,51;3,88;2,65;3,54;3,88;-15,00;2,10;3,24;3,86;15,00;4535,00
12.03.2024;12.03.2024;aFRR;POS_04_08;2,20;3,96;4,34;3,29;3,99;4,34;14,00;2,20;3,63;4,34;-14,00;4333,00
12.03.2024;12.03.2024;aFRR;POS_08_12;3,76;6,14;6,57;5,00;6,17;6,57;74,00;3,76;5,49;6,56;-74,00;4965,00
12.03.2024;12.03.2024;aFRR;POS_12_16;2,26;4,16;4,57;3,35;4,20;4,57;-10,00;2,26;3,79;4,55;10,00;4594,00
12.03.2024;12.03.2024;aFRR;POS_16_20;4,75;11,37;13,92;5,00;11,49;13,92;31,00;4,75;10,05;13,92;-31,00;4697,00
12.03.2024;12.03.2024;aFRR;POS_20_24;2,26;4,03;6,66;3,00;4,03;4,63;80,00;2,26;4,01;6,66;-80,00;4890,00
12.03.2024;12.03.2024;aFRR;NEG_00_04;0,34;3,28;3,87;1,34;3,33;3,87;-64,00;0,34;2,92;3,72;64,00;4037,00
12.03.2024;12.03.2024;aFRR;NEG_04_08;0,28;2,88;3,41;1,61;2,94;3,41;-70,00;0,28;2,51;3,38;70,00;4224,00
12.03.2024;12.03.2024;aFRR;NEG_08_12;0,44;4,00;4,57;2,42;4,07;4,57;-54,00;0,44;3,45;4,54;54,00;4453,00
12.03.2024;12.03.2024;aFRR;NEG_12_16;0,90;7,12;8,43;4,47;7,16;8,43;45,00;0,90;6,61;8,40;-45,00;4504,00
12.03.2024;12.03.2024;aFRR;NEG_16_20;0,23;2,07;2,54;1,10;2,12;2,54;-80,00;0,23;1,75;2,52;80,00;4625,00
12.03.2024;12.03.2024;aFRR;NEG_20_24;0,18;1,58;1,93;0,92;1,62;1,93;-80,00;0,18;1,33;1,74;80,00;4123,00
13.03.2024;13.03.2024;aFRR;POS_00_04;1,57;3,20;3,48;2,70;3,24;3,48;-29,00;1,57;2,84;3,48;29,00;4198,00
13.03.2024;13.03.2024;aFRR;POS_04_08;0,64;3,65;4,07;0,64;3,67;4,07;24,00;2,02;3,45;4,06;-24,00;4191,00
13.03.2024;13.03.2024;aFRR;POS_08_12;2,85;5,66;6,07;4,76;5,72;6,07;-8,00;2,85;5,08;6,03;8,00;4677,00
13.03.2024;13.03.2024;aFRR;POS_12_16;2,03;3,80;4,05;3,25;3,83;4,05;-11,00;2,03;3,52;4,05;11,00;4505,00
13.03.2024;13.03.2024;aFRR;POS_16_20;6,00;9,85;11,53;8,77;9,84;11,53;36,00;6,00;9,91;11,53;-36,00;4865,00
13.03.2024;13.03.2024;aFRR;POS_20_24;2,13;3,84;4,16;3,00;3,86;4,16;58,00;2,13;3,52;4,11;-58,00;4868,00
13.03.2024;13.03.2024;aFRR;NEG_00_04;0,26;2,78;3,09;2,20;2,80;3,09;-16,00;0,26;2,56;3,09;16,00;3839,00
13.03.2024;13.03.2024;aFRR;NEG_04_08;0,20;2,45;2,76;1,99;2,50;2,76;-13,00;0,20;2,09;2,76;13,00;3758,00
13.03.2024;13.03.2024;aFRR;NEG_08_12;0,31;3,15;3,61;2,50;3,22;3,61;-70,00;0,31;2,76;3,60;70,00;3988,00
13.03.2024;13.03.2024;aFRR;NEG_12_16;0,55;5,51;6,44;3,90;5,61;6,44;24,00;0,55;4,44;6,40;-24,00;4076,00
13.03.2024;13.03.2024;aFRR;NEG_16_20;0,16;1,78;2,01;1,10;1,83;2,01;-80,00;0,16;1,46;1,99;80,00;4170,00
13.03.2024;13.03.2024;aFRR;NEG_20_24;0,12;1,49;1,80;0,90;1,53;1,80;-74,00;0,12;1,22;1,80;74,00;3871,00
14.03.2024;14.03.2024;aFRR;POS_00_04;1,46;2,97;3,24;2,40;3,01;3,24;-61,00;1,46;2,69;3,20;61,00;4197,00
14.03.2024;14.03.2024;aFRR;POS_04_08;1,77;3,46;3,73;3,11;3,52;3,73;-43,00;1,77;3,03;3,70;43,00;4247,00
14.03.2024;14.03.2024;aFRR;POS_08_12;2,48;5,20;5,55;4,55;5,28;5,55;-76,00;2,48;4,59;5,51;76,00;4677,00
14.03.2024;14.03.2024;aFRR;POS_12_16;1,76;3,41;3,78;2,61;3,45;3,78;-65,00;1,76;3,17;3,76;65,00;4107,00
14.03.2024;14.03.2024;aFRR;POS_16_20;3,59;9,16;9,87;8,27;9,35;9,87;-25,00;3,59;7,56;9,79;25,00;4607,00
14.03.2024;14.03.2024;aFRR;POS_20_24;1,86;3,62;4,34;3,00;3,64;4,32;-79,00;1,86;3,45;4,34;79,00;4262,00
14.03.2024;14.03.2024;aFRR;NEG_00_04;0,21;2,56;2,84;2,00;2,63;2,84;-78,00;0,21;2,19;2,80;78,00;3701,00
14.03.2024;14.03.2024;aFRR;NEG_04_08;0,20;2,25;2,58;1,50;2,30;2,58;-63,00;0,20;1,94;2,52;63,00;3637,00
14.03.2024;14.03.2024;aFRR;NEG_08_12;0,23;2,75;3,16;2,20;2,80;3,16;-50,00;0,23;2,40;3,15;50,00;3596,00
14.03.2024;14.03.2024;aFRR;NEG_12_16;0,42;6,26;8,19;3,20;6,50;8,19;-49,00;0,42;4,43;8,10;49,00;3722,00
14.03.2024;14.03.2024;aFRR;NEG_16_20;0,15;1,62;1,80;1,00;1,66;1,80;-80,00;0,15;1,34;1,70;80,00;4217,00
14.03.2024;14.03.2024;aFRR;NEG_20_24;0,14;1,49;1,84;1,00;1,53;1,84;-80,00;0,14;1,25;1,83;80,00;3710,00
15.03.2024;15.03.2024;aFRR;POS_00_04;0,98;2,74;2,97;2,25;2,80;2,97;-78,00;0,98;2,39;2,95;78,00;4227,00
15.03.2024;15.03.2024;aFRR;POS_04_08;1,62;3,26;3,55;2,80;3,32;3,55;-80,00;1,62;2,89;3,39;80,00;4351,00
15.03.2024;15.03.2024;aFRR;POS_08_12;2,41;4,80;5,22;3,81;4,85;5,22;-80,00;2,41;4,39;5,18;80,00;4248,00
15.03.2024;15.03.2024;aFRR;POS_12_16;1,53;3,12;3,46;2,43;3,16;3,46;-80,00;1,53;2,89;3,44;80,00;4263,00
15.03.2024;15.03.2024;aFRR;POS_16_20;4,41;8,79;9,83;7,52;8,93;9,83;-40,00;4,41;7,64;9,75;40,00;4536,00
15.03.2024;15.03.2024;aFRR;POS_20_24;0,98;3,62;5,31;3,00;3,70;5,31;-80,00;0,98;3,05;4,12;80,00;4261,00
15.03.2024;15.03.2024;aFRR;NEG_00_04;0,24;3,35;5,57;1,10;3,50;5,57;-45,00;0,24;2,28;4,25;45,00;3623,00
15.03.2024;15.03.2024;aFRR;NEG_04_08;0,21;2,81;3,93;1,10;2,90;3,93;-20,00;0,21;2,07;3,78;20,00;3626,00
15.03.2024;15.03.2024;aFRR;NEG_08_12;0,25;2,69;3,16;1,50;2,73;3,16;-6,00;0,25;2,32;3,01;6,00;3608,00
15.03.2024;15.03.2024;aFRR;NEG_12_16;0,66;8,67;13,40;4,30;8,95;13,40;-34,00;0,66;6,50;13,00;34,00;3857,00
15.03.2024;15.03.2024;aFRR;NEG_16_20;0,15;1,55;1,85;0,90;1,58;1,85;-12,00;0,15;1,29;1,80;12,00;3867,00
15.03.2024;15.03.2024;aFRR;NEG_20_24;0,15;1,48;1,84;0,90;1,51;1,84;-8,00;0,15;1,27;1,80;8,00;3678,00
16.03.2024;16.03.2024;aFRR;POS_00_04;1,30;3,01;3,96;2,11;3,12;3,96;-80,00;1,30;2,30;2,83;80,00;4102,00
16.03.2024;16.03.2024;aFRR;POS_04_08;1,56;3,08;3,30;2,62;3,13;3,30;-79,00;1,56;2,74;3,29;79,00;4431,00
16.03.2024;16.03.2024;aFRR;POS_08_12;2,22;4,59;4,91;3,00;4,67;4,91;-80,00;2,22;4,05;4,78;80,00;4091,00
16.03.2024;16.03.2024;aFRR;POS_12_16;1,40;2,84;3,06;2,16;2,87;3,06;25,00;1,40;2,55;3,02;-25,00;4011,00
16.03.2024;16.03.2024;aFRR;POS_16_20;4,28;8,20;9,50;5,00;8,31;9,50;-80,00;4,28;7,46;9,08;80,00;4457,00
16.03.2024;16.03.2024;aFRR;POS_20_24;0,98;4,18;6,80;3,00;4,35;6,80;-80,00;0,98;3,10;3,98;80,00;4468,00
16.03.2024;16.03.2024;aFRR;NEG_00_04;0,39;5,41;8,36;2,00;5,63;8,36;-14,00;0,39;3,61;7,00;14,00;3495,00
16.03.2024;16.03.2024;aFRR;NEG_04_08;0,27;4,79;6,95;1,10;4,99;6,95;10,00;0,27;2,97;6,00;-10,00;3585,00
16.03.2024;16.03.2024;aFRR;NEG_08_12;0,25;6,30;9,50;1,10;6,58;9,50;-5,00;0,25;3,66;8,00;5,00;3521,00
16.03.2024;16.03.2024;aFRR;NEG_12_16;0,87;20,16;33,25;3,30;20,85;33,25;7,00;0,87;13,25;32,80;-7,00;3469,00
16.03.2024;16.03.2024;aFRR;NEG_16_20;0,15;3,12;4,41;0,90;3,23;4,41;20,00;0,15;1,97;4,00;-20,00;3615,00
16.03.2024;16.03.2024;aFRR;NEG_20_24;0,14;1,73;2,53;0,90;1,76;2,53;-10,00;0,14;1,47;2,49;10,00;3778,00
17.03.2024;17.03.2024;aFRR;POS_00_04;1,50;3,04;3,54;2,12;3,09;3,54;-29,00;1,50;2,57;3,53;29,00;4769,00
17.03.2024;17.03.2024;aFRR;POS_04_08;1,47;2,89;3,18;2,15;2,92;3,18;-71,00;1,47;2,66;3,15;71,00;4614,00
17.03.2024;17.03.2024;aFRR;POS_08_12;2,27;4,39;5,39;2,98;4,45;5,39;-80,00;2,27;3,98;4,65;80,00;4194,00
17.03.2024;17.03.2024;aFRR;POS_12_16;1,35;2,61;2,91;2,06;2,64;2,91;-60,00;1,35;2,41;2,85;60,00;4180,00
17.03.2024;17.03.2024;aFRR;POS_16_20;3,82;7,91;8,68;5,65;8,02;8,68;-76,00;3,82;7,16;8,58;76,00;5043,00
17.03.2024;17.03.2024;aFRR;POS_20_24;2,10;4,26;4,91;2,96;4,33;4,91;-10,00;2,10;3,65;4,90;10,00;4645,00
17.03.2024;17.03.2024;aFRR;NEG_00_04;0,51;4,54;5,23;2,00;4,63;5,23;-14,00;0,51;3,80;5,20;14,00;3780,00
17.03.2024;17.03.2024;aFRR;NEG_04_08;0,45;4,07;4,79;1,50;4,12;4,79;28,00;0,45;3,47;4,76;-28,00;3659,00
17.03.2024;17.03.2024;aFRR;NEG_08_12;0,67;5,61;6,90;2,50;5,69;6,90;42,00;0,67;4,66;6,90;-42,00;3697,00
17.03.2024;17.03.2024;aFRR;NEG_12_16;2,12;16,18;20,20;4,00;16,34;20,20;-21,00;2,12;14,76;20,19;21,00;3650,00
17.03.2024;17.03.2024;aFRR;NEG_16_20;0,33;2,86;3,25;1,00;2,91;3,25;-20,00;0,33;2,40;3,25;20,00;3760,00
17.03.2024;17.03.2024;aFRR;NEG_20_24;0,17;1,72;2,03;1,00;1,74;2,03;-25,00;0,17;1,57;2,02;25,00;3665,00
18.03.2024;18.03.2024;aFRR;POS_00_04;1,50;2,96;3,29;2,12;3,00;3,29;-35,00;1,50;2,64;3,29;35,00;4269,00
18.03.2024;18.03.2024;aFRR;POS_04_08;1,40;3,15;3,70;2,38;3,18;3,70;49,00;1,40;2,75;3,66;-49,00;4191,00
18.03.2024;18.03.2024;aFRR;POS_08_12;2,08;4,91;5,61;3,55;4,99;5,61;-5,00;2,08;4,17;5,53;5,00;4729,00
18.03.2024;18.03.2024;aFRR;POS_12_16;1,20;2,64;2,89;2,18;2,68;2,89;-17,00;1,20;2,25;2,85;17,00;4608,00
18.03.2024;18.03.2024;aFRR;POS_16_20;3,86;16,18;26,42;5,65;15,88;26,42;-80,00;3,86;18,11;25,44;80,00;4156,00
18.03.2024;18.03.2024;aFRR;POS_20_24;2,32;4,91;9,41;2,96;4,81;6,12;80,00;2,32;6,49;9,41;-80,00;4808,00
18.03.2024;18.03.2024;aFRR;NEG_00_04;0,34;4,05;6,90;2,00;4,15;6,90;-80,00;0,34;3,43;5,97;80,00;3657,00
18.03.2024;18.03.2024;aFRR;NEG_04_08;0,34;3,34;4,01;1,50;3,38;4,01;-65,00;0,34;3,05;4,00;65,00;3543,00
18.03.2024;18.03.2024;aFRR;NEG_08_12;0,53;3,90;4,80;2,40;3,92;4,80;-80,00;0,53;3,79;4,55;80,00;3852,00
18.03.2024;18.03.2024;aFRR;NEG_12_16;1,21;8,87;10,49;4,00;8,96;10,47;-13,00;1,21;8,04;10,49;13,00;4220,00
18.03.2024;18.03.2024;aFRR;NEG_16_20;0,25;2,05;2,31;1,00;2,07;2,31;-50,00;0,25;1,87;2,30;50,00;4104,00
18.03.2024;18.03.2024;aFRR;NEG_20_24;0,16;1,35;1,59;1,00;1,36;1,59;-54,00;0,16;1,30;1,58;54,00;3677,00
19.03.2024;19.03.2024;aFRR;POS_00_04;1,47;2,81;3,04;2,26;2,84;3,04;-31,00;1,47;2,51;3,03;31,00;4156,00
19.03.2024;19.03.2024;aFRR;POS_04_08;1,75;3,90;5,76;2,55;3,93;5,76;-32,00;1,75;3,62;5,68;32,00;4059,00
19.03.2024;19.03.2024;aFRR;POS_08_12;2,74;4,99;7,10;3,75;5,00;7,10;-80,00;2,74;4,99;6,43;80,00;4049,00
19.03.2024;19.03.2024;aFRR;POS_12_16;1,37;2,53;2,86;2,01;2,54;2,86;-23,00;1,37;2,43;2,85;23,00;3978,00
19.03.2024;19.03.2024;aFRR;POS_16_20;6,00;20,34;27,11;7,50;20,32;26,93;-79,00;6,00;20,52;27,11;79,00;4445,00
19.03.2024;19.03.2024;aFRR;POS_20_24;2,50;5,13;8,71;3,54;5,12;6,29;80,00;2,50;5,39;8,71;-80,00;4695,00
19.03.2024;19.03.2024;aFRR;NEG_00_04;0,36;3,70;4,42;1,82;3,81;4,42;-80,00;0,36;3,07;4,08;80,00;3487,00
19.03.2024;19.03.2024;aFRR;NEG_04_08;0,24;2,88;3,50;1,50;2,94;3,50;-80,00;0,24;2,49;3,10;80,00;3155,00
19.03.2024;19.03.2024;aFRR;NEG_08_12;0,29;3,53;5,58;2,35;3,64;5,58;-80,00;0,29;2,73;3,48;80,00;3304,00
19.03.2024;19.03.2024;aFRR;NEG_12_16;0,67;7,80;8,91;3,51;8,07;8,91;-80,00;0,67;6,02;7,41;80,00;3558,00
19.03.2024;19.03.2024;aFRR;NEG_16_20;0,16;1,68;1,90;1,00;1,72;1,90;-80,00;0,16;1,42;1,78;80,00;3759,00
19.03.2024;19.03.2024;aFRR;NEG_20_24;0,10;1,19;1,46;0,90;1,22;1,46;-80,00;0,10;0,96;1,22;80,00;3647,00
20.03.2024;20.03.2024;aFRR;POS_00_04;1,40;2,73;3,21;2,25;2,79;3,21;-80,00;1,40;2,30;2,80;80,00;4167,00
20.03.2024;20.03.2024;aFRR;POS_04_08;2,26;4,90;6,74;2,49;4,91;6,72;9,00;2,26;4,78;6,74;-9,00;4593,00
20.03.2024;20.03.2024;aFRR;POS_08_12;2,45;6,26;10,50;4,32;6,35;10,50;-80,00;2,45;5,63;9,85;80,00;3694,00
20.03.2024;20.03.2024;aFRR;POS_12_16;0,98;2,55;2,84;2,14;2,60;2,84;-80,00;0,98;2,19;2,75;80,00;3959,00
20.03.2024;20.03.2024;aFRR;POS_16_20;8,00;24,03;31,57;14,51;23,90;31,57;-80,00;8,00;24,94;31,04;80,00;4276,00
20.03.2024;20.03.2024;aFRR;POS_20_24;2,64;6,38;8,27;3,00;6,43;8,27;60,00;2,64;5,66;8,10;-60,00;4217,00
20.03.2024;20.03.2024;aFRR;NEG_00_04;0,35;3,02;3,55;2,00;3,08;3,55;-80,00;0,35;2,67;3,11;80,00;3924,00
20.03.2024;20.03.2024;aFRR;NEG_04_08;0,24;2,48;2,78;1,50;2,56;2,78;-80,00;0,24;1,99;2,35;80,00;3705,00
20.03.2024;20.03.2024;aFRR;NEG_08_12;0,32;3,64;4,35;2,73;3,83;4,35;-80,00;0,32;2,46;3,10;80,00;3330,00
20.03.2024;20.03.2024;aFRR;NEG_12_16;0,72;6,74;7,72;4,63;6,97;7,72;-80,00;0,72;5,23;6,80;80,00;3874,00
20.03.2024;20.03.2024;aFRR;NEG_16_20;0,14;1,37;1,58;1,00;1,40;1,58;-80,00;0,14;1,18;1,38;80,00;4205,00
20.03.2024;20.03.2024;aFRR;NEG_20_24;0,10;1,04;1,25;0,71;1,07;1,25;-80,00;0,10;0,90;1,07;80,00;3779,00
21.03.2024;21.03.2024;aFRR;POS_00_04;1,32;2,78;3,23;2,25;2,85;3,23;-80,00;1,32;2,32;2,72;80,00;3951,00
21.03.2024;21.03.2024;aFRR;POS_04_08;2,37;5,18;5,88;3,95;5,23;5,88;41,00;2,37;4,64;5,88;-41,00;4047,00
21.03.2024;21.03.2024;aFRR;POS_08_12;3,46;6,73;8,30;5,00;6,76;8,30;-49,00;3,46;6,51;8,23;49,00;3877,00
21.03.2024;21.03.2024;aFRR;POS_12_16;0,98;2,51;2,80;2,05;2,55;2,80;-80,00;0,98;2,25;2,73;80,00;3894,00
21.03.2024;21.03.2024;aFRR;POS_16_20;13,11;20,01;23,89;14,40;19,98;23,14;80,00;13,11;20,42;23,89;-80,00;4317,00
21.03.2024;21.03.2024;aFRR;POS_20_24;3,79;5,95;6,90;4,00;5,96;6,84;80,00;3,79;5,69;6,90;-80,00;4150,00
21.03.2024;21.03.2024;aFRR;NEG_00_04;0,22;2,63;2,86;1,70;2,71;2,86;-80,00;0,22;2,18;2,60;80,00;3643,00
21.03.2024;21.03.2024;aFRR;NEG_04_08;0,22;2,12;2,46;1,50;2,20;2,46;-80,00;0,22;1,65;2,00;80,00;3643,00
21.03.2024;21.03.2024;aFRR;NEG_08_12;0,40;3,19;3,78;2,10;3,30;3,78;-80,00;0,40;2,47;3,28;80,00;3303,00
21.03.2024;21.03.2024;aFRR;NEG_12_16;0,56;5,88;6,45;3,70;6,04;6,45;-80,00;0,56;4,81;5,86;80,00;3593,00
21.03.2024;21.03.2024;aFRR;NEG_16_20;0,10;1,18;1,31;0,50;1,21;1,31;-80,00;0,10;0,96;1,16;80,00;4082,00
21.03.2024;21.03.2024;aFRR;NEG_20_24;0,09;1,00;1,23;0,50;1,03;1,23;-80,00;0,09;0,81;1,00;80,00;3674,00
22.03.2024;22.03.2024;aFRR;POS_00_04;1,44;2,72;3,10;2,21;2,78;3,10;-80,00;1,44;2,32;2,86;80,00;3876,00
22.03.2024;22.03.2024;aFRR;POS_04_08;0,84;4,53;5,00;0,84;4,57;5,00;0,00;2,42;4,12;4,99;0,00;3911,00
22.03.2024;22.03.2024;aFRR;POS_08_12;3,61;24,10;135,52;5,10;26,68;135,52;-80,00;3,61;6,39;7,59;80,00;3538,00
22.03.2024;22.03.2024;aFRR;POS_12_16;0,98;2,96;7,79;1,94;3,07;7,79;-80,00;0,98;2,15;2,58;80,00;4148,00
22.03.2024;22.03.2024;aFRR;POS_16_20;5,26;16,71;19,95;5,26;16,85;19,95;-50,00;8,97;15,65;19,94;50,00;4517,00
22.03.2024;22.03.2024;aFRR;POS_20_24;1,48;5,58;6,64;1,48;5,60;6,64;2,00;2,46;5,32;6,60;-2,00;4288,00
22.03.2024;22.03.2024;aFRR;NEG_00_04;0,22;2,66;3,40;1,10;2,77;3,40;-80,00;0,22;2,04;2,60;80,00;3630,00
22.03.2024;22.03.2024;aFRR;NEG_04_08;0,18;2,33;3,28;1,10;2,48;3,28;-80,00;0,18;1,51;1,95;80,00;3585,00
22.03.2024;22.03.2024;aFRR;NEG_08_12;0,27;4,06;8,00;2,10;4,32;8,00;-80,00;0,27;2,35;2,99;80,00;3235,00
22.03.2024;22.03.2024;aFRR;NEG_12_16;0,52;7,99;12,71;3,30;8,49;12,71;-80,00;0,52;4,80;6,10;80,00;3474,00
22.03.2024;22.03.2024;aFRR;NEG_16_20;0,11;1,13;1,67;0,80;1,17;1,67;-80,00;0,11;0,86;1,02;80,00;4035,00
22.03.2024;22.03.2024;aFRR;NEG_20_24;0,10;1,14;2,20;0,50;1,20;2,20;-80,00;0,10;0,78;0,98;80,00;3679,00
23.03.2024;23.03.2024;aFRR;POS_00_04;1,37;4,28;8,21;2,18;4,60;8,21;-80,00;1,37;2,25;2,75;80,00;4056,00
23.03.2024;23.03.2024;aFRR;POS_04_08;0,00;4,67;7,69;0,00;4,83;7,69;-80,00;2,06;3,63;4,41;80,00;4099,00
23.03.2024;23.03.2024;aFRR;POS_08_12;3,79;12,72;19,21;7,32;13,37;19,21;-10,00;3,79;6,63;13,71;10,00;4727,00
23.03.2024;23.03.2024;aFRR;POS_12_16;1,20;3,48;4,64;1,90;3,62;4,64;-80,00;1,20;2,56;3,86;80,00;4256,00
23.03.2024;23.03.2024;aFRR;POS_16_20;6,48;13,88;16,05;9,00;14,00;16,05;-67,00;6,48;13,01;15,96;67,00;4450,00
23.03.2024;23.03.2024;aFRR;POS_20_24;1,33;5,57;8,30;1,33;5,70;8,30;-80,00;2,57;4,77;5,88;80,00;4356,00
23.03.2024;23.03.2024;aFRR;NEG_00_04;0,27;3,31;4,13;1,60;3,43;4,13;-78,00;0,27;2,53;4,10;78,00;3717,00
23.03.2024;23.03.2024;aFRR;NEG_04_08;0,25;3,09;3,90;1,10;3,25;3,90;-48,00;0,25;1,92;3,90;48,00;3684,00
23.03.2024;23.03.2024;aFRR;NEG_08_12;0,42;9,03;13,24;3,30;9,74;13,24;-72,00;0,42;4,24;10,00;72,00;3556,00
23.03.2024;23.03.2024;aFRR;NEG_12_16;0,93;25,60;38,00;5,50;27,23;38,00;-32,00;0,93;12,12;36,00;32,00;3665,00
23.03.2024;23.03.2024;aFRR;NEG_16_20;0,09;5,08;9,17;0,90;5,46;9,17;-80,00;0,09;2,48;6,76;80,00;3654,00
23.03.2024;23.03.2024;aFRR;NEG_20_24;0,11;2,87;4,28;0,80;3,09;4,28;-65,00;0,11;1,37;3,80;65,00;3970,00
24.03.2024;24.03.2024;aFRR;POS_00_04;1,50;4,96;6,66;1,97;5,25;6,66;-80,00;1,50;3,05;5,93;80,00;4080,00
24.03.2024;24.03.2024;aFRR;POS_04_08;1,56;4,93;6,32;1,56;5,09;6,32;-80,00;1,91;3,92;5,56;80,00;4111,00
24.03.2024;24.03.2024;aFRR;POS_08_12;4,10;9,95;11,73;5,81;10,08;11,73;10,00;4,10;8,61;11,56;-10,00;4243,00
24.03.2024;24.03.2024;aFRR;POS_12_16;1,86;3,49;4,18;1,91;3,51;4,18;47,00;1,86;3,28;4,17;-47,00;4344,00
24.03.2024;24.03.2024;aFRR;POS_16_20;4,86;11,25;12,54;4,86;11,39;12,54;-19,00;5,38;9,97;12,50;19,00;4825,00
24.03.2024;24.03.2024;aFRR;POS_20_24;2,51;5,29;5,99;3,42;5,35;5,99;-45,00;2,51;4,84;5,98;45,00;4534,00
