DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
04.11.2024;04.11.2024;aFRR;POS_00_04;1,14;2,66;3,01;1,92;2,69;3,00;80,00;1,14;2,22;3,01;-80,00;4737,00
04.11.2024;04.11.2024;aFRR;POS_04_08;2,43;7,32;10,02;4,47;7,23;8,40;80,00;2,43;8,52;10,02;-80,00;4854,00
04.11.2024;04.11.2024;aFRR;POS_08_12;2,96;8,79;11,41;5,48;9,10;11,41;-35,00;2,96;6,26;11,30;35,00;3943,00
04.11.2024;04.11.2024;aFRR;POS_12_16;2,57;6,66;7,65;4,88;6,87;7,65;-40,00;2,57;5,02;7,49;40,00;3913,00
04.11.2024;04.11.2024;aFRR;POS_16_20;9,96;58,92;118,27;17,34;54,22;118,27;-80,00;9,96;88,81;107,72;80,00;4029,00
04.11.2024;04.11.2024;aFRR;POS_20_24;3,01;7,95;11,50;5,13;8,20;11,45;-40,00;3,01;6,23;11,50;40,00;3972,00
04.11.2024;04.11.2024;aFRR;NEG_00_04;0,00;3,93;4,69;1,50;4,10;4,69;-70,00;0,00;2,90;4,66;70,00;3542,00
04.11.2024;04.11.2024;aFRR;NEG_04_08;0,00;2,73;3,32;1,20;2,92;3,32;-80,00;0,00;1,69;2,70;80,00;3564,00
04.11.2024;04.11.2024;aFRR;NEG_08_12;0,00;5,75;6,99;1,40;6,25;6,99;-80,00;0,00;2,95;4,77;80,00;3725,00
04.11.2024;04.11.2024;aFRR;NEG_12_16;0,00;12,04;14,06;3,00;12,83;14,06;-80,00;0,00;7,67;12,21;80,00;3688,00
04.11.2024;04.11.2024;aFRR;NEG_16_20;0,00;1,33;1,52;0,70;1,40;1,52;-80,00;0,00;0,95;1,30;80,00;3755,00
04.11.2024;04.11.2024;aFRR;NEG_20_24;0,00;1,20;1,41;0,80;1,24;1,41;-80,00;0,00;0,98;1,32;80,00;3822,00
05.11.2024;05.11.2024;aFRR;POS_00_04;1,39;2,75;3,26;1,40;2,77;3,26;32,00;1,39;2,52;3,25;-32,00;4325,00
05.11.2024;05.11.2024;aFRR;POS_04_08;3,41;18,80;31,03;3,93;19,03;31,03;-80,00;3,41;17,35;28,57;80,00;4175,00
05.11.2024;05.11.2024;aFRR;POS_08_12;4,55;44,76;91,41;5,33;50,27;91,41;-80,00;4,55;9,68;21,98;80,00;3282,00
05.11.2024;05.11.2024;aFRR;POS_12_16;3,58;139,62;1057,48;3,58;160,71;1057,48;-80,00;4,07;7,82;12,41;80,00;3300,00
05.11.2024;05.11.2024;aFRR;POS_16_20;22,07;98,17;151,22;29,27;95,66;150,06;39,00;22,07;126,32;151,22;-39,00;4253,00
05.11.2024;05.11.2024;aFRR;POS_20_24;4,24;10,71;24,27;5,35;10,17;14,88;80,00;4,24;17,99;24,27;-80,00;4148,00
05.11.2024;05.11.2024;aFRR;NEG_00_04;0,00;3,36;3,88;1,58;3,47;3,88;-23,00;0,00;2,61;3,88;23,00;4029,00
05.11.2024;05.11.2024;aFRR;NEG_04_08;0,00;2,95;8,48;1,12;3,17;8,48;-80,00;0,00;1,72;3,58;80,00;3961,00
05.11.2024;05.11.2024;aFRR;NEG_08_12;0,00;5,61;19,49;1,73;6,06;19,49;-80,00;0,00;3,03;6,90;80,00;3156,00
05.11.2024;05.11.2024;aFRR;NEG_12_16;0,00;10,30;16,20;3,48;10,79;16,20;-80,00;0,00;7,46;11,90;80,00;3169,00
05.11.2024;05.11.2024;aFRR;NEG_16_20;0,00;1,08;1,28;0,48;1,13;1,28;-80,00;0,00;0,80;1,01;80,00;3946,00
05.11.2024;05.11.2024;aFRR;NEG_20_24;0,00;1,01;1,18;0,48;1,04;1,18;-80,00;0,00;0,83;1,08;80,00;4111,00
06.11.2024;06.11.2024;aFRR;POS_00_04;1,10;2,83;3,25;1,10;2,86;3,25;25,00;1,37;2,53;3,24;-25,00;3948,00
06.11.2024;06.11.2024;aFRR;POS_04_08;8,73;26,21;44,62;9,08;24,84;44,62;-64,00;8,73;35,16;44,08;64,00;4044,00
06.11.2024;06.11.2024;aFRR;POS_08_12;9,41;41,90;70,01;10,00;41,36;70,01;23,00;9,41;47,45;69,91;-23,00;4003,00
06.11.2024;06.11.2024;aFRR;POS_12_16;7,00;46,91;63,78;7,00;47,69;63,78;-43,00;7,14;41,13;63,68;43,00;4208,00
06.11.2024;06.11.2024;aFRR;POS_16_20;37,14;176,38;327,87;37,14;176,64;327,87;-80,00;44,33;174,81;243,55;80,00;4075,00
06.11.2024;06.11.2024;aFRR;POS_20_24;5,02;19,56;37,10;5,02;18,80;37,07;80,00;5,99;29,75;37,10;-80,00;3962,00
06.11.2024;06.11.2024;aFRR;NEG_00_04;0,00;2,64;3,22;1,31;2,67;3,22;9,00;0,00;2,38;3,20;-9,00;4106,00
06.11.2024;06.11.2024;aFRR;NEG_04_08;0,00;2,59;3,82;2,00;2,68;3,82;-61,00;0,00;2,11;3,60;61,00;4048,00
06.11.2024;06.11.2024;aFRR;NEG_08_12;0,00;5,63;8,34;3,40;6,08;8,34;-80,00;0,00;3,11;4,58;80,00;3725,00
06.11.2024;06.11.2024;aFRR;NEG_12_16;0,00;10,02;15,83;4,01;10,60;15,83;-80,00;0,00;6,73;8,78;80,00;3423,00
06.11.2024;06.11.2024;aFRR;NEG_16_20;0,00;0,98;1,13;0,37;1,03;1,13;-80,00;0,00;0,68;0,96;80,00;3796,00
06.11.2024;06.11.2024;aFRR;NEG_20_24;0,00;0,86;1,06;0,40;0,88;1,06;-69,00;0,00;0,78;1,03;69,00;3922,00
07.11.2024;07.11.2024;aFRR;POS_00_04;1,50;2,88;3,23;2,07;2,91;3,23;-26,00;1,50;2,63;3,21;26,00;4001,00
07.11.2024;07.11.2024;aFRR;POS_04_08;15,08;30,38;47,28;18,41;29,74;37,24;80,00;15,08;39,33;47,28;-80,00;4182,00
07.11.2024;07.11.2024;aFRR;POS_08_12;15,54;36,99;45,35;20,25;36,95;45,35;57,00;15,54;37,47;45,19;-57,00;4058,00
07.11.2024;07.11.2024;aFRR;POS_12_16;12,00;29,14;45,10;18,66;28,83;33,90;80,00;12,00;33,58;45,10;-80,00;4108,00
07.11.2024;07.11.2024;aFRR;POS_16_20;11,00;158,81;240,84;11,00;156,74;240,84;-53,00;75,26;173,16;239,46;53,00;4231,00
07.11.2024;07.11.2024;aFRR;POS_20_24;7,45;19,00;26,66;8,50;18,89;26,66;51,00;7,45;20,31;26,49;-51,00;4070,00
07.11.2024;07.11.2024;aFRR;NEG_00_04;0,00;2,39;2,75;1,57;2,42;2,75;24,00;0,00;2,10;2,72;-24,00;3963,00
07.11.2024;07.11.2024;aFRR;NEG_04_08;0,00;2,51;3,04;1,75;2,56;3,04;0,00;0,00;2,11;3,00;0,00;3871,00
07.11.2024;07.11.2024;aFRR;NEG_08_12;0,00;4,94;5,89;2,90;5,26;5,89;-80,00;0,00;3,19;4,45;80,00;3846,00
07.11.2024;07.11.2024;aFRR;NEG_12_16;0,00;9,56;11,51;5,90;10,12;11,51;-80,00;0,00;6,32;8,25;80,00;3804,00
07.11.2024;07.11.2024;aFRR;NEG_16_20;0,00;0,84;0,96;0,50;0,87;0,96;-80,00;0,00;0,66;0,91;80,00;3851,00
07.11.2024;07.11.2024;aFRR;NEG_20_24;0,00;0,77;0,95;0,40;0,78;0,95;57,00;0,00;0,68;0,94;-57,00;3886,00
08.11.2024;08.11.2024;aFRR;POS_00_04;1,50;2,83;3,07;1,90;2,86;3,07;15,00;1,50;2,53;3,05;-15,00;4035,00
08.11.2024;08.11.2024;aFRR;POS_04_08;13,00;22,27;29,70;13,00;22,10;27,50;80,00;15,00;24,69;29,70;-80,00;4224,00
08.11.2024;08.11.2024;aFRR;POS_08_12;10,00;23,96;28,57;10,00;24,03;28,57;76,00;15,98;23,00;28,33;-76,00;4203,00
08.11.2024;08.11.2024;aFRR;POS_12_16;6,00;17,05;25,12;6,00;16,81;22,16;80,00;13,06;20,49;25,12;-80,00;4251,00
08.11.2024;08.11.2024;aFRR;POS_16_20;23,25;60,18;135,00;23,25;56,37;79,00;80,00;71,38;115,09;135,00;-80,00;4282,00
08.11.2024;08.11.2024;aFRR;POS_20_24;8,24;14,34;17,05;10,20;14,36;17,05;37,00;8,24;14,10;17,02;-37,00;4131,00
08.11.2024;08.11.2024;aFRR;NEG_00_04;0,00;2,10;2,38;1,00;2,13;2,38;19,00;0,00;1,84;2,35;-19,00;3827,00
08.11.2024;08.11.2024;aFRR;NEG_04_08;0,00;2,26;2,55;1,00;2,30;2,55;68,00;0,00;1,78;2,55;-68,00;3828,00
08.11.2024;08.11.2024;aFRR;NEG_08_12;0,00;4,26;4,92;3,00;4,41;4,92;-61,00;0,00;3,35;4,86;61,00;3742,00
08.11.2024;08.11.2024;aFRR;NEG_12_16;0,00;8,03;9,10;7,00;8,25;9,10;-80,00;0,00;6,81;9,03;80,00;3838,00
08.11.2024;08.11.2024;aFRR;NEG_16_20;0,00;0,75;0,88;0,50;0,78;0,88;-80,00;0,00;0,58;0,81;80,00;3764,00
08.11.2024;08.11.2024;aFRR;NEG_20_24;0,00;0,82;1,65;0,45;0,83;1,65;-52,00;0,00;0,77;1,34;52,00;3844,00
09.11.2024;09.11.2024;aFRR;POS_00_04;1,44;2,62;2,83;1,93;2,64;2,83;76,00;1,44;2,28;2,83;-76,00;4466,00
09.11.2024;09.11.2024;aFRR;POS_04_08;7,57;15,68;17,00;10,00;15,84;17,00;62,00;7,57;13,84;16,97;-62,00;5088,00
09.11.2024;09.11.2024;aFRR;POS_08_12;11,41;15,71;20,80;12,25;15,68;16,88;80,00;11,41;16,24;20,80;-80,00;5158,00
09.11.2024;09.11.2024;aFRR;POS_12_16;7,45;12,41;14,96;8,95;12,40;13,78;80,00;7,45;12,49;14,96;-80,00;5218,00
09.11.2024;09.11.2024;aFRR;POS_16_20;19,40;34,27;57,50;19,40;33,34;40,00;80,00;24,82;47,20;57,50;-80,00;5217,00
09.11.2024;09.11.2024;aFRR;POS_20_24;5,50;10,02;12,47;8,00;10,03;11,10;80,00;5,50;9,90;12,47;-80,00;5071,00
09.11.2024;09.11.2024;aFRR;NEG_00_04;0,00;2,00;2,38;1,00;2,03;2,38;45,00;0,00;1,72;2,35;-45,00;3846,00
09.11.2024;09.11.2024;aFRR;NEG_04_08;0,00;2,03;2,22;1,00;2,07;2,22;50,00;0,00;1,63;2,20;-50,00;3947,00
09.11.2024;09.11.2024;aFRR;NEG_08_12;0,00;3,98;4,56;2,00;4,07;4,56;22,00;0,00;3,15;4,48;-22,00;3717,00
09.11.2024;09.11.2024;aFRR;NEG_12_16;0,00;7,52;8,50;5,00;7,65;8,50;20,00;0,00;6,35;8,19;-20,00;3714,00
09.11.2024;09.11.2024;aFRR;NEG_16_20;0,00;0,66;1,00;0,30;0,68;1,00;-80,00;0,00;0,55;0,78;80,00;4608,00
09.11.2024;09.11.2024;aFRR;NEG_20_24;0,00;0,84;1,18;0,60;0,86;1,18;-15,00;0,00;0,74;1,14;15,00;4193,00
10.11.2024;10.11.2024;aFRR;POS_00_04;1,21;2,31;2,67;1,62;2,33;2,53;80,00;1,21;2,09;2,67;-80,00;4349,00
10.11.2024;10.11.2024;aFRR;POS_04_08;6,00;8,81;12,91;6,00;8,67;9,74;80,00;7,08;10,58;12,91;-80,00;4989,00
10.11.2024;10.11.2024;aFRR;POS_08_12;7,00;9,07;13,56;7,00;8,89;9,90;80,00;7,01;11,57;13,56;-80,00;5017,00
10.11.2024;10.11.2024;aFRR;POS_12_16;4,88;8,08;10,49;6,00;8,04;8,60;80,00;4,88;8,64;10,49;-80,00;4970,00
10.11.2024;10.11.2024;aFRR;POS_16_20;17,20;20,89;32,19;18,00;20,42;23,18;80,00;17,20;27,85;32,19;-80,00;5126,00
10.11.2024;10.11.2024;aFRR;POS_20_24;4,51;7,06;8,45;5,59;7,05;7,86;80,00;4,51;7,17;8,45;-80,00;4984,00
10.11.2024;10.11.2024;aFRR;NEG_00_04;0,00;1,94;2,22;1,50;1,98;2,22;34,00;0,00;1,62;2,19;-34,00;3714,00
10.11.2024;10.11.2024;aFRR;NEG_04_08;0,00;1,80;1,96;1,00;1,83;1,96;53,00;0,00;1,46;1,95;-53,00;3722,00
10.11.2024;10.11.2024;aFRR;NEG_08_12;0,00;3,70;4,00;2,97;3,78;4,00;65,00;0,00;2,84;4,00;-65,00;3736,00
10.11.2024;10.11.2024;aFRR;NEG_12_16;0,00;7,05;7,65;5,00;7,19;7,65;48,00;0,00;5,64;7,64;-48,00;4115,00
10.11.2024;10.11.2024;aFRR;NEG_16_20;0,00;0,54;0,80;0,38;0,55;0,80;22,00;0,00;0,53;0,78;-22,00;4690,00
10.11.2024;10.11.2024;aFRR;NEG_20_24;0,00;0,73;0,89;0,60;0,74;0,86;80,00;0,00;0,61;0,89;-80,00;4065,00
11.11.2024;11.11.2024;aFRR;POS_00_04;0,10;2,31;2,70;0,10;2,33;2,50;80,00;1,09;2,05;2,70;-80,00;4495,00
11.11.2024;11.11.2024;aFRR;POS_04_08;2,00;7,82;9,69;2,00;7,86;9,69;42,00;4,04;7,40;9,64;-42,00;4491,00
11.11.2024;11.11.2024;aFRR;POS_08_12;2,00;8,02;10,12;2,00;8,05;10,12;14,00;4,07;7,78;10,12;-14,00;4968,00
11.11.2024;11.11.2024;aFRR;POS_12_16;2,00;7,27;8,56;2,00;7,33;8,56;27,00;3,62;6,67;8,52;-27,00;4979,00
11.11.2024;11.11.2024;aFRR;POS_16_20;8,96;21,42;29,27;9,00;21,63;29,27;-4,00;8,96;19,58;28,58;4,00;4280,00
11.11.2024;11.11.2024;aFRR;POS_20_24;1,50;6,82;8,37;1,50;6,87;8,37;-41,00;3,21;6,47;8,25;41,00;4532,00
11.11.2024;11.11.2024;aFRR;NEG_00_04;0,00;1,85;2,70;0,50;1,86;2,70;-53,00;0,00;1,80;2,69;53,00;3510,00
11.11.2024;11.11.2024;aFRR;NEG_04_08;0,00;1,59;3,00;0,50;1,59;3,00;-42,00;0,00;1,57;2,99;42,00;3392,00
11.11.2024;11.11.2024;aFRR;NEG_08_12;0,00;2,98;3,50;1,00;3,01;3,50;67,00;0,00;2,59;3,50;-67,00;3854,00
11.11.2024;11.11.2024;aFRR;NEG_12_16;0,00;5,54;6,27;2,00;5,60;6,27;55,00;0,00;4,92;6,25;-55,00;3863,00
11.11.2024;11.11.2024;aFRR;NEG_16_20;0,00;0,48;0,60;0,10;0,49;0,60;-13,00;0,00;0,38;0,59;13,00;4283,00
11.11.2024;11.11.2024;aFRR;NEG_20_24;0,00;0,84;2,25;0,10;0,84;2,25;-54,00;0,00;0,85;2,20;54,00;3833,00
12.11.2024;12.11.2024;aFRR;POS_00_04;0,50;2,26;2,61;1,66;2,29;2,55;53,00;0,50;1,96;2,61;-53,00;4264,00
12.11.2024;12.11.2024;aFRR;POS_04_08;2,00;10,91;18,97;6,44;10,55;18,97;-48,00;2,00;13,50;18,90;48,00;4207,00
12.11.2024;12.11.2024;aFRR;POS_08_12;2,25;20,06;50,05;6,48;19,27;35,52;80,00;2,25;31,43;50,05;-80,00;4336,00
12.11.2024;12.11.2024;aFRR;POS_12_16;3,26;11,55;65,03;5,84;9,67;16,77;80,00;3,26;38,10;65,03;-80,00;4337,00
12.11.2024;12.11.2024;aFRR;POS_16_20;10,50;85,68;164,34;16,81;85,63;142,28;80,00;10,50;86,41;164,34;-80,00;4275,00
12.11.2024;12.11.2024;aFRR;POS_20_24;2,00;10,29;29,65;5,17;9,94;14,66;80,00;2,00;14,91;29,65;-80,00;4287,00
12.11.2024;12.11.2024;aFRR;NEG_00_04;0,00;2,41;10,82;1,00;2,42;10,82;-80,00;0,00;2,36;9,89;80,00;3547,00
12.11.2024;12.11.2024;aFRR;NEG_04_08;0,00;1,85;2,90;1,00;1,88;2,73;-11,00;0,00;1,67;2,90;11,00;3633,00
12.11.2024;12.11.2024;aFRR;NEG_08_12;0,00;2,54;2,92;1,82;2,61;2,92;-80,00;0,00;2,15;2,88;80,00;4070,00
12.11.2024;12.11.2024;aFRR;NEG_12_16;0,00;4,48;4,95;3,00;4,62;4,95;-78,00;0,00;3,69;4,92;78,00;4205,00
12.11.2024;12.11.2024;aFRR;NEG_16_20;0,00;0,37;0,45;0,21;0,38;0,45;11,00;0,00;0,31;0,45;-11,00;4303,00
12.11.2024;12.11.2024;aFRR;NEG_20_24;0,00;0,92;1,80;0,53;0,90;1,80;-23,00;0,00;1,01;1,80;23,00;3931,00
13.11.2024;13.11.2024;aFRR;POS_00_04;1,14;2,24;2,43;1,65;2,27;2,43;61,00;1,14;1,92;2,42;-61,00;4288,00
13.11.2024;13.11.2024;aFRR;POS_04_08;0,00;12,96;25,97;0,00;12,38;18,00;80,00;5,66;21,06;25,97;-80,00;4273,00
13.11.2024;13.11.2024;aFRR;POS_08_12;8,00;27,85;38,08;8,00;27,25;38,00;7,00;9,42;33,54;38,08;-7,00;4137,00
13.11.2024;13.11.2024;aFRR;POS_12_16;4,24;11,13;22,99;6,00;10,54;14,58;80,00;4,24;19,66;22,99;-80,00;4386,00
13.11.2024;13.11.2024;aFRR;POS_16_20;27,99;70,29;130,55;28,75;67,29;92,78;80,00;27,99;112,57;130,55;-80,00;4098,00
13.11.2024;13.11.2024;aFRR;POS_20_24;4,76;9,44;13,22;5,61;9,30;10,39;80,00;4,76;11,33;13,22;-80,00;4392,00
13.11.2024;13.11.2024;aFRR;NEG_00_04;0,00;3,67;9,00;1,65;3,73;8,44;-52,00;0,00;3,24;9,00;52,00;3674,00
13.11.2024;13.11.2024;aFRR;NEG_04_08;0,00;1,92;2,36;1,00;1,97;2,36;4,00;0,00;1,52;2,34;-4,00;3658,00
13.11.2024;13.11.2024;aFRR;NEG_08_12;0,00;2,20;2,46;1,00;2,30;2,46;-80,00;0,00;1,62;2,28;80,00;3990,00
13.11.2024;13.11.2024;aFRR;NEG_12_16;0,00;3,53;4,00;2,00;3,66;4,00;-80,00;0,00;2,82;3,80;80,00;3836,00
13.11.2024;13.11.2024;aFRR;NEG_16_20;0,00;0,36;0,47;0,10;0,37;0,47;-56,00;0,00;0,28;0,46;56,00;4241,00
13.11.2024;13.11.2024;aFRR;NEG_20_24;0,00;1,21;2,11;0,60;1,23;2,11;-60,00;0,00;1,10;1,90;60,00;3820,00
14.11.2024;14.11.2024;aFRR;POS_00_04;0,84;2,12;2,50;1,79;2,14;2,25;80,00;0,84;1,87;2,50;-80,00;4208,00
14.11.2024;14.11.2024;aFRR;POS_04_08;5,77;10,33;16,72;6,86;10,15;13,23;80,00;5,77;12,87;16,72;-80,00;4203,00
14.11.2024;14.11.2024;aFRR;POS_08_12;9,00;21,13;36,30;9,00;20,74;24,40;80,00;13,14;26,90;36,30;-80,00;4824,00
14.11.2024;14.11.2024;aFRR;POS_12_16;4,93;9,50;12,17;6,00;9,49;12,17;37,00;4,93;9,54;12,09;-37,00;4557,00
14.11.2024;14.11.2024;aFRR;POS_16_20;27,50;48,88;72,89;27,50;48,14;58,90;80,00;30,89;59,28;72,89;-80,00;4560,00
14.11.2024;14.11.2024;aFRR;POS_20_24;4,52;8,04;8,91;6,00;8,09;8,91;74,00;4,52;7,36;8,90;-74,00;4975,00
14.11.2024;14.11.2024;aFRR;NEG_00_04;0,00;4,87;6,76;2,00;5,02;6,76;0,00;0,00;3,75;6,70;0,00;3672,00
14.11.2024;14.11.2024;aFRR;NEG_04_08;0,00;2,37;4,11;1,00;2,47;4,11;-75,00;0,00;1,74;3,99;75,00;3684,00
14.11.2024;14.11.2024;aFRR;NEG_08_12;0,00;2,02;2,29;1,00;2,08;2,29;-27,00;0,00;1,57;2,28;27,00;3965,00
14.11.2024;14.11.2024;aFRR;NEG_12_16;0,00;3,07;3,39;2,00;3,15;3,39;-24,00;0,00;2,49;3,39;24,00;4280,00
14.11.2024;14.11.2024;aFRR;NEG_16_20;0,00;0,31;0,46;0,11;0,32;0,46;-43,00;0,00;0,28;0,45;43,00;4102,00
14.11.2024;14.11.2024;aFRR;NEG_20_24;0,00;1,18;1,58;0,80;1,19;1,58;-22,00;0,00;1,11;1,55;22,00;3971,00
15.11.2024;15.11.2024;aFRR;POS_00_04;0,84;1,92;2,66;0,84;1,92;2,50;80,00;0,99;1,82;2,66;-80,00;4445,00
15.11.2024;15.11.2024;aFRR;POS_04_08;4,32;9,05;9,79;4,96;9,13;9,79;72,00;4,32;7,99;9,77;-72,00;4664,00
15.11.2024;15.11.2024;aFRR;POS_08_12;7,93;16,89;20,43;7,93;16,91;18,69;80,00;9,56;16,66;20,43;-80,00;5081,00
15.11.2024;15.11.2024;aFRR;POS_12_16;4,21;8,52;9,24;4,56;8,64;9,24;11,00;4,21;7,38;9,23;-11,00;4781,00
15.11.2024;15.11.2024;aFRR;POS_16_20;16,20;36,22;45,69;16,20;36,16;39,00;80,00;21,53;37,04;45,69;-80,00;4409,00
15.11.2024;15.11.2024;aFRR;POS_20_24;3,34;7,14;7,98;3,34;7,26;7,98;-28,00;3,44;6,26;7,95;28,00;4585,00
15.11.2024;15.11.2024;aFRR;NEG_00_04;0,00;4,14;4,92;2,00;4,24;4,92;12,00;0,00;3,25;4,90;-12,00;3817,00
15.11.2024;15.11.2024;aFRR;NEG_04_08;0,00;2,16;2,80;1,34;2,20;2,80;3,00;0,00;1,77;2,78;-3,00;3803,00
15.11.2024;15.11.2024;aFRR;NEG_08_12;0,00;1,73;1,95;0,86;1,77;1,95;-10,00;0,00;1,45;1,92;10,00;4338,00
15.11.2024;15.11.2024;aFRR;NEG_12_16;0,00;2,49;2,95;1,00;2,51;2,95;18,00;0,00;2,28;2,95;-18,00;4175,00
15.11.2024;15.11.2024;aFRR;NEG_16_20;0,00;0,31;0,43;0,17;0,32;0,42;-23,00;0,00;0,26;0,43;23,00;4110,00
15.11.2024;15.11.2024;aFRR;NEG_20_24;0,00;1,12;1,50;0,50;1,13;1,50;5,00;0,00;1,04;1,50;-5,00;3927,00
16.11.2024;16.11.2024;aFRR;POS_00_04;0,80;3,23;6,95;1,22;3,27;6,95;-80,00;0,80;3,02;6,25;80,00;4351,00
16.11.2024;16.11.2024;aFRR;POS_04_08;3,00;7,30;7,89;5,14;7,41;7,89;0,00;3,00;6,37;7,83;0,00;4491,00
16.11.2024;16.11.2024;aFRR;POS_08_12;6,00;11,01;13,18;7,90;11,03;13,18;20,00;6,00;10,79;13,03;-20,00;5047,00
16.11.2024;16.11.2024;aFRR;POS_12_16;3,00;6,84;7,88;3,90;6,88;7,88;2,00;3,00;6,49;7,85;-2,00;4530,00
16.11.2024;16.11.2024;aFRR;POS_16_20;13,72;22,12;32,04;16,48;21,90;25,39;80,00;13,72;25,23;32,04;-80,00;5160,00
16.11.2024;16.11.2024;aFRR;POS_20_24;2,48;6,22;6,90;4,47;6,30;6,90;-7,00;2,48;5,56;6,90;7,00;4529,00
16.11.2024;16.11.2024;aFRR;NEG_00_04;0,00;3,84;4,40;1,00;3,92;4,40;32,00;0,00;3,07;4,40;-32,00;4042,00
16.11.2024;16.11.2024;aFRR;NEG_04_08;0,00;2,70;5,17;1,37;2,79;5,17;0,00;0,00;1,99;5,00;0,00;4017,00
16.11.2024;16.11.2024;aFRR;NEG_08_12;0,00;2,80;4,99;1,00;2,92;4,99;-16,00;0,00;1,86;4,99;16,00;3939,00
16.11.2024;16.11.2024;aFRR;NEG_12_16;0,00;4,46;7,21;1,97;4,70;7,21;6,00;0,00;2,45;6,95;-6,00;4173,00
16.11.2024;16.11.2024;aFRR;NEG_16_20;0,00;0,83;1,98;0,20;0,86;1,98;7,00;0,00;0,57;1,50;-7,00;4819,00
16.11.2024;16.11.2024;aFRR;NEG_20_24;0,00;1,70;3,58;0,85;1,77;3,58;-25,00;0,00;1,24;3,55;25,00;4074,00
17.11.2024;17.11.2024;aFRR;POS_00_04;1,11;3,51;4,57;1,72;3,55;4,57;25,00;1,11;3,09;4,57;-25,00;4398,00
17.11.2024;17.11.2024;aFRR;POS_04_08;3,00;5,81;6,39;3,80;5,90;6,39;-18,00;3,00;5,14;6,36;18,00;4536,00
17.11.2024;17.11.2024;aFRR;POS_08_12;4,93;7,97;9,70;6,43;7,97;9,21;80,00;4,93;7,94;9,70;-80,00;4927,00
17.11.2024;17.11.2024;aFRR;POS_12_16;2,62;5,69;6,31;4,00;5,79;6,31;-27,00;2,62;4,86;6,29;27,00;4934,00
17.11.2024;17.11.2024;aFRR;POS_16_20;9,50;17,31;19,68;12,00;17,36;19,30;80,00;9,50;16,58;19,68;-80,00;4776,00
17.11.2024;17.11.2024;aFRR;POS_20_24;2,67;5,58;6,14;3,88;5,70;6,14;-55,00;2,67;4,75;6,13;55,00;4526,00
17.11.2024;17.11.2024;aFRR;NEG_00_04;0,00;8,33;16,44;2,00;8,88;16,44;-14,00;0,00;4,29;9,00;14,00;3438,00
17.11.2024;17.11.2024;aFRR;NEG_04_08;0,00;10,55;23,96;2,00;11,36;23,96;2,00;0,00;4,20;10,26;-2,00;3375,00
17.11.2024;17.11.2024;aFRR;NEG_08_12;0,00;7,07;13,34;2,00;7,46;13,34;1,00;0,00;3,88;13,33;-1,00;3553,00
17.11.2024;17.11.2024;aFRR;NEG_12_16;0,00;11,60;17,50;4,00;12,37;17,50;8,00;0,00;5,42;15,33;-8,00;3611,00
17.11.2024;17.11.2024;aFRR;NEG_16_20;0,00;1,63;3,18;0,50;1,70;3,18;18,00;0,00;1,10;3,07;-18,00;4324,00
17.11.2024;17.11.2024;aFRR;NEG_20_24;0,00;3,23;5,75;0,50;3,37;5,75;21,00;0,00;1,97;5,50;-21,00;3686,00
18.11.2024;18.11.2024;aFRR;POS_00_04;1,51;3,20;4,10;1,51;3,22;3,68;80,00;1,62;2,86;4,10;-80,00;4630,00
18.11.2024;18.11.2024;aFRR;POS_04_08;2,12;6,76;7,97;4,44;7,09;7,97;-80,00;2,12;4,76;7,40;80,00;4332,00
18.11.2024;18.11.2024;aFRR;POS_08_12;3,56;10,14;12,58;6,30;10,51;12,58;-75,00;3,56;7,69;11,78;75,00;4270,00
18.11.2024;18.11.2024;aFRR;POS_12_16;2,35;6,70;8,12;4,00;6,98;8,12;-80,00;2,35;4,86;7,60;80,00;4198,00
18.11.2024;18.11.2024;aFRR;POS_16_20;6,95;24,28;33,72;14,00;25,52;33,72;-80,00;6,95;16,57;28,25;80,00;3695,00
18.11.2024;18.11.2024;aFRR;POS_20_24;2,68;7,73;9,92;4,88;8,19;9,92;-80,00;2,68;5,06;7,26;80,00;4184,00
18.11.2024;18.11.2024;aFRR;NEG_00_04;0,00;15,85;28,36;2,00;17,21;28,36;-2,00;0,00;5,16;25,48;2,00;3363,00
18.11.2024;18.11.2024;aFRR;NEG_04_08;0,00;11,60;18,21;2,00;12,49;18,21;12,00;0,00;4,48;18,00;-12,00;3434,00
18.11.2024;18.11.2024;aFRR;NEG_08_12;0,00;5,00;6,20;1,28;5,20;6,20;11,00;0,00;3,34;5,90;-11,00;3603,00
