timestep;price_power_EUR_MWh;trend_EUR_MWh_per_h;volatility_EUR_MWh
5,7051e6;68,45;-0,5780219780219783;0,6846391525692733
5,706e6;66,96;-0,3876923076923074;0,47960988420344636
5,7069e6;66,96;-0,37934065934065975;0,4762460040884952
5,7078e6;66,96;-0,3564835164835177;0,4669156844766079
5,7087e6;66,96;-0,3191208791208812;0,451248978974628
5,7096e6;67,01;-0,1604395604395632;0,4663799485508143
5,7105e6;67,01;0,002637362637360863;0,47646938718356313
5,7114e6;67,01;0,16351648351648285;0,48621774166282244
5,7123e6;67,01;0,32219780219780275;0,4956451377387909
5,7132e6;65,99;2,5621978021978036;4,5849388330231955
5,7141e6;65,99;4,295824175824176;6,175156387514117
5,715e6;65,99;5,657582417582418;7,181442073595682
5,7159e6;65,99;6,647472527472528;7,832198008287689
5,7168e6;66,3;8,867692307692309;9,9495076543567
5,7177e6;66,3;10,496703296703297;11,239309450454549
5,7186e6;66,3;11,493626373626375;11,960230895635881
5,7195e6;66,3;11,85846153846154;12,21342871701641
5,7204e6;67,11;10,777582417582419;11,615703009730254
5,7213e6;67,11;9,324835164835166;10,792006419758216
5,7222e6;67,11;7,393406593406596;9,587940475623668
5,7231e6;67,11;4,9832967032967055;7,829952516475207
5,724e6;82,91;0,1784615384615398;6,402164297509688
5,7249e6;82,91;-2,354945054945054;7,322777688618104
5,7258e6;82,91;-4,700439560439561;8,082154844042332
5,7267e6;82,91;-6,85802197802198;8,72250934254411
5,7276e6;95,06;-11,03912087912088;11,740400333889813
5,7285e6;95,06;-12,794505494505493;13,274235165566761
5,7294e6;95,06;-13,726373626373626;14,02047170829416
5,7303e6;95,06;-13,834725274725274;14,104677347494452
5,7312e6;88,89;-13,850109890109891;14,11835366664294
5,7321e6;88,89;-13,869450549450548;14,133065521168469
5,733e6;88,89;-13,079120879120879;13,51885188950069
5,7339e6;88,89;-11,479120879120881;12,180942344919643
5,7348e6;74,36;-13,062417582417583;14,504023579682984
5,7357e6;74,36;-15,405934065934067;16,800593052719208
5,7366e6;74,36;-16,593626373626375;17,85204071506414
5,7375e6;74,36;-16,625494505494505;17,87940134086408
5,7384e6;57,59;-17,810549450549452;19,186762731179122
